wage,wagek,ethnicity,educ,mother_education,father_education,walk,exercise,smokenow,tense,angry,age,gender
15000,15,White,16,16,16,8,6,1,0,0,29,Female
12000,12,Black,12,12,12,6,3,2,2,2,29,Female
1000,1,White,12,NA,NA,5,7,2,7,7,47,Female
32000,32,Black,15,15,15,2,2,2,1,1,33,Male
15000,15,White,15,15,15,8,3,1,0,0,25,Female
62000,62,White,17,17,17,8,7,2,4,4,36,Male
5000,5,White,12,12,12,5,6,2,0,0,20,Male
1500,1.5,White,12,12,12,8,6,2,1,1,19,Male
30000,30,White,12,12,12,8,6,2,0,0,18,Female
5000,5,White,13,13,13,8,1,1,0,0,19,Female
3000,3,Black,16,16,16,3,1,2,0,0,23,Female
35000,35,White,15,15,15,8,2,2,0,0,42,Male
35000,35,White,12,12,12,7,5,2,7,7,42,Female
0,0,White,12,12,12,4,4,2,0,0,45,Female
0,0,White,16,16,16,7,6,2,7,7,29,Female
70000,70,White,15,15,15,4,1,1,0,0,48,Male
21000,21,White,16,16,16,4,7,2,4,4,28,Female
50000,50,White,11,11,11,2,5,2,1,1,18,Male
15000,15,White,9,9,9,8,7,1,3,3,21,Male
0,0,Hispanic,10,NA,NA,2,2,1,5,5,18,Male
15000,15,White,12,NA,NA,1,1,1,0,0,30,Female
0,0,Black,12,12,12,5,7,2,2,2,20,Male
5000,5,Black,9,NA,NA,8,1,2,7,7,63,Female
9000,9,Black,8,8,8,2,1,2,0,0,35,Female
25000,25,White,12,12,12,1,1,1,0,0,37,Male
15000,15,Black,14,14,14,6,1,2,0,0,63,Female
10000,10,Black,14,14,14,8,5,2,1,1,25,Female
0,0,White,12,12,12,6,1,1,1,1,60,Female
5000,5,Black,18,18,18,6,6,2,1,1,43,Female
87000,87,White,12,12,12,8,1,2,1,1,81,Male
30000,30,White,12,12,12,4,1,2,0,0,47,Male
16000,16,White,14,NA,14,5,7,2,0,0,21,Male
20000,20,White,12,12,12,8,2,1,0,0,51,Male
0,0,White,12,12,12,2,1,2,0,0,45,Female
100000,100,White,17,17,17,5,1,2,0,0,54,Male
62000,62,White,12,12,12,6,1,2,1,1,69,Male
10000,10,White,12,12,12,6,1,2,0,0,43,Female
62000,62,White,18,18,18,1,1,2,0,0,35,Female
35000,35,White,14,14,14,7,2,2,0,0,63,Male
7000,7,White,16,16,16,8,4,2,2,2,31,Female
0,0,White,12,12,12,1,1,2,1,1,62,Female
0,0,White,12,12,12,1,1,2,0,0,52,Female
0,0,White,11,11,NA,2,4,2,7,7,38,Female
8000,8,Black,14,14,NA,1,6,2,0,0,27,Male
11000,11,White,10,10,10,5,1,1,0,0,50,Male
25000,25,White,9,9,NA,8,7,2,1,1,47,Male
25000,25,White,14,14,14,4,1,1,0,0,45,Female
30000,30,White,14,14,14,1,1,2,1,1,48,Male
15000,15,White,12,12,12,1,1,2,7,7,29,Female
0,0,White,12,12,12,6,5,2,3,3,26,Male
48000,48,White,18,18,18,4,7,1,0,0,34,Female
17000,17,White,12,12,NA,2,1,2,0,0,46,Female
15000,15,White,12,NA,NA,4,1,2,0,0,69,Male
25000,25,White,12,NA,NA,4,2,1,0,0,64,Male
0,0,White,8,NA,NA,8,1,2,0,0,70,Female
26000,26,White,16,16,16,8,7,2,0,0,24,Male
25000,25,White,12,12,12,8,1,2,0,0,32,Male
10000,10,White,12,12,12,7,2,2,1,1,61,Female
25000,25,White,18,18,18,6,1,1,0,0,50,Female
0,0,White,11,11,11,7,1,2,0,0,57,Female
60000,60,White,18,18,18,8,5,2,0,0,53,Male
22000,22,White,18,18,18,7,5,2,0,0,29,Female
5000,5,White,12,12,12,5,6,2,0,0,20,Female
15000,15,White,12,12,12,8,1,2,1,1,77,Male
5000,5,White,12,12,12,3,7,2,0,0,64,Female
15000,15,White,16,16,16,8,1,1,7,7,44,Male
6200,6.2,White,13,13,13,5,1,2,0,0,83,Female
24000,24,White,16,16,16,2,2,1,7,7,32,Female
20000,20,White,14,14,14,8,7,2,2,2,40,Male
7000,7,White,14,14,14,6,1,2,0,0,30,Female
0,0,Black,12,12,12,1,6,2,1,1,19,Male
5000,5,White,15,15,15,4,1,2,1,1,29,Female
15000,15,White,12,NA,NA,7,6,1,0,0,60,Female
30000,30,Black,16,16,16,8,1,2,3,3,48,Female
23000,23,White,18,18,18,8,7,2,3,3,28,Female
20000,20,White,12,12,12,2,1,2,0,0,40,Female
3000,3,White,16,16,16,8,6,2,1,1,29,Female
0,0,White,12,12,12,4,7,2,5,5,31,Female
30000,30,White,16,16,16,2,4,2,0,0,41,Male
12000,12,White,14,14,14,8,5,2,1,1,23,Female
35000,35,White,5,NA,NA,1,1,2,7,7,73,Female
0,0,White,7,7,7,8,1,2,4,4,41,Female
0,0,White,10,NA,NA,2,1,1,4,4,37,Female
40000,40,White,12,12,12,8,4,2,0,0,38,Male
15000,15,White,14,14,14,4,1,2,5,5,23,Female
36000,36,White,16,16,NA,4,1,2,7,7,45,Female
10000,10,White,12,12,12,1,1,1,0,0,53,Female
0,0,White,11,NA,NA,4,1,2,0,0,65,Female
13000,13,White,14,14,14,7,1,2,0,0,48,Female
0,0,White,12,12,NA,1,1,1,7,7,59,Female
0,0,White,14,14,14,6,5,2,2,2,41,Female
10000,10,Black,12,12,NA,2,1,2,6,6,27,Female
30000,30,Hispanic,12,12,12,4,4,2,0,0,37,Male
5000,5,White,11,11,11,5,5,2,1,1,18,Male
25000,25,White,12,12,12,3,5,2,2,2,33,Female
23000,23,White,13,13,13,8,1,1,0,0,32,Male
20000,20,White,17,17,17,8,4,2,0,0,68,Male
19000,19,White,13,13,13,2,1,2,1,1,82,Female
62000,62,White,16,16,16,6,7,2,1,1,60,Female
20000,20,Black,11,11,11,7,7,2,0,0,66,Male
28000,28,Black,14,14,14,5,7,2,0,0,63,Male
13000,13,White,10,10,NA,8,1,2,7,7,80,Female
12000,12,White,12,12,12,8,1,2,0,0,75,Male
25000,25,White,18,18,18,1,1,2,6,6,36,Female
20000,20,White,11,11,11,8,1,2,0,0,23,Male
15000,15,White,14,14,14,8,1,2,0,0,62,Female
15000,15,White,8,8,8,4,1,2,0,0,78,Female
25000,25,White,12,12,12,8,5,1,0,0,30,Male
25000,25,White,13,13,13,5,6,2,0,0,52,Female
0,0,White,12,12,12,2,7,2,1,1,34,Female
0,0,White,14,14,14,4,1,2,2,2,41,Female
18000,18,White,16,16,16,7,5,2,7,7,40,Female
0,0,White,12,12,12,8,7,1,7,7,18,Female
0,0,White,18,18,18,4,1,2,0,0,46,Female
6000,6,White,10,10,10,4,1,2,1,1,68,Female
16000,16,White,13,13,13,8,6,2,7,7,23,Male
45000,45,White,16,16,16,4,1,1,0,0,38,Male
15000,15,White,12,12,12,5,7,2,2,2,30,Female
25000,25,White,14,14,14,6,1,2,1,1,69,Male
12000,12,White,14,14,14,5,2,2,5,5,38,Female
2000,2,White,12,12,12,2,5,2,0,0,18,Female
10000,10,White,12,12,12,4,6,2,0,0,18,Female
14000,14,White,12,12,12,8,1,2,7,7,36,Male
15000,15,White,12,12,12,8,1,2,0,0,31,Female
0,0,White,11,11,11,8,7,2,0,0,37,Female
10000,10,White,12,NA,12,2,1,2,0,0,39,Female
5000,5,White,10,NA,NA,1,1,2,0,0,70,Female
1200,1.2,White,4,NA,4,3,1,1,4,4,64,Female
25000,25,White,12,NA,NA,8,1,2,0,0,74,Female
15000,15,White,14,14,14,1,2,2,0,0,62,Female
10000,10,White,13,13,13,8,1,2,1,1,64,Female
2000,2,White,12,12,12,8,7,2,7,7,18,Male
0,0,White,12,12,12,3,2,1,7,7,35,Female
4000,4,White,13,13,13,3,1,1,2,2,33,Female
5000,5,White,8,NA,NA,8,1,1,0,0,58,Male
10000,10,White,14,14,14,3,2,2,3,3,32,Female
5000,5,White,13,13,13,8,3,1,1,1,22,Female
15000,15,White,12,NA,NA,6,1,1,0,0,28,Female
5000,5,Hispanic,16,16,16,7,6,2,0,0,22,Female
1500,1.5,White,12,12,12,8,1,2,1,1,23,Female
18000,18,Hispanic,17,17,17,8,7,2,0,0,26,Male
4000,4,White,15,15,15,5,5,2,0,0,24,Male
28000,28,White,16,16,16,7,5,2,0,0,26,Male
10000,10,White,14,14,14,8,6,2,0,0,22,Female
3000,3,White,16,16,16,8,5,2,1,1,22,Female
0,0,White,14,14,NA,5,5,2,3,3,31,Female
25000,25,White,18,18,18,8,1,2,1,1,68,Female
12000,12,White,12,12,12,3,3,2,1,1,21,Male
15000,15,White,12,12,12,2,1,2,0,0,77,Female
19000,19,White,13,13,13,8,1,1,0,0,45,Female
0,0,White,12,12,12,2,1,1,2,2,33,Female
36000,36,White,16,16,16,2,1,1,1,1,39,Male
7000,7,White,16,16,16,5,6,2,0,0,59,Female
35000,35,White,11,11,11,8,4,1,0,0,34,Female
40000,40,White,18,18,18,7,1,2,0,0,43,Male
15000,15,White,14,14,14,3,1,1,0,0,25,Male
8000,8,White,13,13,13,2,1,1,0,0,43,Female
25000,25,White,14,14,14,8,1,2,0,0,55,Female
20000,20,White,12,12,12,1,7,2,0,0,23,Male
28000,28,White,18,18,18,7,6,2,0,0,38,Male
22000,22,White,14,14,14,1,4,2,7,7,35,Male
15000,15,White,14,14,14,1,5,2,0,0,31,Male
21500,21.5,Black,13,13,13,7,7,2,7,7,24,Male
3000,3,White,12,12,12,8,2,1,4,4,23,Female
25000,25,Other,12,12,NA,8,1,2,2,2,22,Female
23000,23,White,13,13,NA,7,4,2,7,7,28,Male
15000,15,White,18,18,18,8,4,2,0,0,41,Female
18000,18,White,12,12,12,8,1,2,0,0,73,Male
5000,5,Hispanic,8,NA,8,8,7,1,0,0,20,Male
20000,20,White,16,16,16,8,5,2,0,0,71,Male
62000,62,White,14,14,14,8,1,2,1,1,59,Female
62000,62,White,14,14,14,7,7,2,0,0,72,Male
5000,5,White,13,13,NA,8,1,2,0,0,69,Female
16000,16,Hispanic,12,12,12,7,1,2,7,7,46,Female
15000,15,White,12,12,12,7,4,1,3,3,26,Male
53000,53,Hispanic,17,17,17,4,6,1,0,0,32,Female
15000,15,Hispanic,17,17,17,8,1,2,0,0,56,Male
26000,26,White,12,NA,12,1,7,2,7,7,27,Male
20000,20,White,12,12,12,3,3,1,0,0,33,Female
4000,4,Other,12,12,12,7,6,1,1,1,28,Female
10000,10,White,16,16,16,8,7,2,1,1,59,Male
25000,25,White,12,12,12,8,3,1,0,0,33,Male
43000,43,White,12,12,12,2,1,2,0,0,51,Male
17000,17,Other,14,14,14,4,4,1,0,0,33,Male
4000,4,Hispanic,12,12,12,5,5,2,3,3,38,Female
87000,87,White,18,18,18,4,4,2,0,0,55,Male
30000,30,Hispanic,13,13,13,8,7,2,5,5,23,Male
25000,25,White,16,16,16,6,5,2,7,7,32,Female
50000,50,White,15,15,15,8,2,2,7,7,48,Male
25000,25,White,18,18,18,8,5,1,0,0,56,Female
55000,55,White,18,18,18,8,7,2,3,3,51,Female
28000,28,White,16,16,16,4,5,2,5,5,41,Female
0,0,White,12,12,12,8,4,2,0,0,48,Female
15000,15,White,7,NA,NA,8,1,1,0,0,69,Male
5000,5,White,12,12,12,1,4,2,0,0,32,Female
5000,5,White,14,14,14,1,1,2,2,2,48,Female
18000,18,White,13,13,13,5,1,2,1,1,49,Female
21000,21,Hispanic,15,NA,NA,8,7,2,0,0,62,Male
15000,15,Hispanic,9,NA,9,6,2,1,4,4,44,Female
12000,12,White,12,12,NA,8,1,1,1,1,33,Female
33000,33,Hispanic,16,16,16,1,1,2,0,0,62,Female
15000,15,White,16,NA,NA,1,1,2,0,0,81,Female
50000,50,Hispanic,13,13,13,8,1,1,2,2,64,Male
6000,6,Hispanic,9,9,NA,4,1,2,0,0,74,Female
16000,16,White,14,14,14,5,6,2,2,2,59,Female
35000,35,White,12,12,12,4,6,1,2,2,50,Male
25000,25,White,12,12,NA,8,1,2,7,7,43,Female
35000,35,White,17,17,17,8,2,2,1,1,41,Female
20000,20,White,14,NA,14,8,5,2,0,0,26,Male
18000,18,White,12,12,12,7,5,2,3,3,36,Female
34000,34,White,14,14,14,3,6,2,0,0,78,Male
25000,25,White,16,16,16,7,7,2,0,0,25,Male
15000,15,White,14,14,14,1,5,1,0,0,65,Female
20000,20,White,16,16,16,2,1,1,0,0,54,Female
20000,20,White,17,17,17,8,1,2,0,0,77,Male
33000,33,White,12,12,12,7,7,2,0,0,69,Male
20000,20,White,12,NA,NA,4,1,2,0,0,66,Male
15000,15,White,12,12,12,8,1,2,0,0,76,Female
4000,4,White,12,12,12,7,7,2,0,0,73,Female
20000,20,White,8,NA,NA,2,1,2,0,0,77,Female
40000,40,White,16,16,NA,3,2,1,0,0,33,Male
14000,14,White,14,14,14,7,4,1,3,3,40,Female
12000,12,White,12,12,12,1,1,1,0,0,48,Female
25000,25,White,12,12,12,1,2,2,0,0,31,Female
10000,10,White,17,NA,NA,2,1,2,0,0,60,Female
70000,70,White,10,NA,NA,8,1,1,0,0,72,Female
38000,38,White,17,17,17,5,5,2,7,7,55,Female
14000,14,White,12,12,12,5,7,2,5,5,28,Female
62000,62,White,18,NA,NA,8,4,2,0,0,76,Male
0,0,White,15,15,15,4,3,2,2,2,33,Female
15000,15,White,13,13,13,1,7,2,0,0,37,Female
17000,17,White,16,16,16,3,1,2,0,0,31,Male
25000,25,White,15,15,15,7,6,2,0,0,24,Female
60000,60,White,14,14,14,8,2,2,0,0,66,Male
15000,15,White,15,NA,15,6,1,2,2,2,69,Female
25000,25,White,16,16,16,8,1,2,0,0,86,Male
18000,18,Hispanic,12,12,12,8,1,2,0,0,63,Male
0,0,White,12,12,12,1,1,2,0,0,55,Male
45000,45,White,17,17,17,7,4,2,0,0,54,Female
70000,70,White,18,18,18,7,4,1,0,0,47,Male
0,0,Hispanic,11,11,11,7,1,2,4,4,49,Female
30000,30,White,18,NA,18,8,1,NA,0,0,59,Female
100000,100,White,15,15,15,1,1,2,0,0,72,Female
8000,8,White,12,12,12,1,1,2,0,0,51,Female
30000,30,White,16,16,16,4,6,2,0,0,34,Male
0,0,White,11,11,11,6,1,1,7,7,26,Female
27000,27,White,14,14,14,5,1,1,0,0,32,Male
47000,47,White,18,18,18,8,7,2,1,1,43,Male
12000,12,Hispanic,12,12,12,7,7,2,0,0,22,Male
35000,35,White,16,16,16,4,2,1,0,0,70,Male
24000,24,White,17,17,17,5,1,2,1,1,34,Female
13000,13,Hispanic,12,12,12,7,1,2,0,0,35,Female
80000,80,White,14,14,14,4,3,1,2,2,37,Female
5000,5,White,12,12,12,7,5,2,3,3,18,Male
0,0,White,12,12,12,8,6,2,7,7,28,Female
25000,25,White,10,10,10,8,6,1,0,0,60,Female
28000,28,White,12,12,NA,4,3,2,2,2,44,Male
8000,8,White,15,15,15,8,6,2,0,0,20,Female
10000,10,White,13,13,13,8,6,1,1,1,51,Female
9000,9,White,14,14,14,1,3,2,0,0,41,Female
20000,20,White,12,12,12,8,1,2,0,0,37,Female
12000,12,White,12,NA,NA,5,1,2,0,0,71,Male
15000,15,White,14,14,14,6,1,2,0,0,66,Female
20000,20,White,14,14,14,8,7,1,7,7,36,Female
15000,15,White,16,16,16,5,2,2,0,0,55,Female
28000,28,White,14,14,14,7,6,2,7,7,36,Female
265,0.265,White,15,15,15,4,3,2,0,0,21,Female
35000,35,White,14,14,14,7,1,2,0,0,74,Male
25000,25,White,12,12,12,5,5,2,0,0,30,Female
26000,26,Hispanic,14,14,14,7,1,2,2,2,32,Female
27000,27,White,17,17,17,4,1,2,4,4,34,Female
14000,14,White,12,12,12,2,2,2,7,7,30,Female
32000,32,White,16,16,16,2,3,1,2,2,33,Male
10000,10,White,14,14,14,6,1,1,1,1,32,Female
15000,15,White,12,12,12,6,1,2,0,0,26,Male
7000,7,White,16,16,16,7,5,2,0,0,30,Male
28000,28,White,17,17,17,3,4,1,0,0,46,Male
60000,60,White,13,13,13,2,1,2,5,5,54,Male
25000,25,White,14,14,14,8,1,2,0,0,69,Female
12000,12,White,4,4,4,6,1,2,0,0,62,Male
0,0,White,13,13,13,8,1,1,1,1,63,Female
0,0,White,12,12,12,4,2,2,0,0,46,Female
15000,15,White,13,13,13,5,1,2,0,0,75,Female
40000,40,White,14,14,14,7,1,2,0,0,69,Female
25000,25,White,16,16,16,6,1,2,0,0,75,Female
15000,15,White,6,NA,NA,7,1,2,0,0,81,Male
35000,35,White,12,12,12,1,7,1,7,7,36,Female
15000,15,White,11,NA,NA,4,1,1,1,1,63,Male
26000,26,White,15,15,15,3,2,2,3,3,32,Female
0,0,Black,12,12,12,1,1,1,0,0,43,Female
0,0,Other,12,12,12,7,7,2,0,0,20,Male
26000,26,Hispanic,16,16,16,8,7,2,0,0,25,Male
18720,18.72,Black,10,10,NA,8,1,1,7,7,36,Female
0,0,Black,12,12,12,8,6,2,7,7,22,Female
5000,5,Other,11,NA,NA,8,1,2,0,0,59,Female
12000,12,Black,12,NA,NA,2,1,2,0,0,73,Female
80000,80,White,17,17,17,8,3,2,0,0,39,Male
48000,48,White,13,13,13,8,6,2,0,0,39,Female
5000,5,White,18,18,18,7,6,2,0,0,25,Female
18000,18,Other,16,16,16,8,1,2,2,2,27,Male
85000,85,White,15,15,15,8,1,2,0,0,65,Male
35000,35,Black,12,12,12,1,5,1,2,2,47,Female
5000,5,White,16,16,16,8,6,2,0,0,22,Male
9000,9,Hispanic,13,13,13,2,4,2,0,0,22,Female
30000,30,White,16,16,16,8,6,2,3,3,27,Female
80000,80,White,14,14,14,8,1,1,0,0,58,Male
35000,35,White,16,16,16,1,7,2,4,4,32,Female
12000,12,White,14,14,14,4,1,1,1,1,34,Female
4000,4,White,16,16,16,6,7,2,0,0,45,Female
2000,2,White,12,12,12,1,7,2,1,1,18,Male
24000,24,White,18,18,18,3,1,1,0,0,69,Female
2000,2,Hispanic,15,15,15,8,5,2,0,0,23,Male
15000,15,White,17,17,17,8,4,2,0,0,30,Male
15000,15,White,12,12,12,8,1,2,0,0,65,Male
6000,6,White,12,12,12,1,1,2,0,0,65,Female
5000,5,White,12,12,NA,8,1,2,0,0,75,Male
1500,1.5,Hispanic,12,NA,12,5,7,2,7,7,21,Female
28000,28,White,18,18,18,5,2,2,0,0,48,Female
9000,9,White,12,12,12,8,3,2,0,0,35,Female
60000,60,White,14,14,14,7,6,2,0,0,52,Male
1200,1.2,White,12,12,12,4,1,2,0,0,19,Male
1400,1.4,Hispanic,3,3,3,1,1,2,0,0,64,Female
15000,15,White,16,16,NA,8,7,1,0,0,26,Female
7000,7,White,13,13,13,1,1,2,0,0,43,Female
25000,25,White,12,NA,NA,7,1,2,1,1,72,Male
21000,21,White,12,12,12,1,2,2,7,7,31,Female
44000,44,White,12,12,12,1,6,2,0,0,58,Male
29000,29,Black,16,16,16,8,7,2,0,0,36,Male
3000,3,Hispanic,14,14,14,8,1,2,4,4,18,Male
12000,12,Black,13,13,13,2,7,2,0,0,22,Male
0,0,Hispanic,16,16,16,1,1,2,7,7,19,Female
0,0,Hispanic,9,9,9,1,1,2,0,0,39,Female
20000,20,Hispanic,12,12,12,8,4,2,0,0,28,Male
1200,1.2,Black,5,NA,NA,8,4,2,0,0,73,Female
25000,25,White,12,12,12,7,1,1,1,1,30,Female
37000,37,White,16,16,16,2,7,2,3,3,25,Male
8000,8,Other,10,NA,NA,7,1,2,3,3,60,Male
35000,35,Hispanic,16,16,16,8,4,2,3,3,30,Male
25000,25,Hispanic,14,14,14,7,7,2,0,0,23,Male
25000,25,Other,14,14,14,6,3,2,0,0,37,Male
18000,18,White,10,10,10,5,7,2,7,7,29,Female
30000,30,Black,16,16,16,8,2,2,4,4,36,Female
5000,5,Other,14,14,14,8,7,2,3,3,27,Male
20000,20,White,18,18,18,8,6,2,0,0,69,Male
12000,12,Hispanic,6,6,6,1,2,2,0,0,40,Male
0,0,Hispanic,12,NA,NA,1,7,2,0,0,65,Female
10000,10,White,12,12,12,6,1,2,0,0,68,Female
18000,18,White,14,NA,NA,8,1,2,2,2,48,Male
0,0,Hispanic,15,15,15,8,1,2,0,0,59,Female
15000,15,Hispanic,12,12,12,7,7,2,7,7,20,Female
20000,20,Black,12,NA,NA,1,1,2,0,0,26,Male
31000,31,White,16,16,16,8,7,2,1,1,43,Female
25000,25,Black,12,NA,NA,4,2,2,0,0,56,Male
6000,6,Hispanic,10,10,10,1,6,1,0,0,36,Male
0,0,White,12,12,12,8,7,2,0,0,38,Female
35000,35,Black,12,12,12,1,1,1,2,2,70,Male
12000,12,White,13,13,13,1,1,2,0,0,40,Male
13000,13,White,16,16,16,3,5,2,0,0,33,Female
26000,26,White,17,17,17,2,1,2,0,0,34,Female
15000,15,Black,11,11,11,2,2,1,7,7,31,Female
30000,30,White,17,17,17,4,6,2,0,0,28,Female
2000,2,White,14,14,14,8,7,2,0,0,41,Female
5000,5,Other,13,13,13,4,2,2,3,3,22,Male
53000,53,White,14,14,14,1,1,1,1,1,26,Female
0,0,White,12,12,12,8,7,2,3,3,36,Female
2000,2,White,13,13,13,1,1,2,7,7,18,Female
25000,25,White,17,17,17,2,7,2,1,1,29,Male
5000,5,White,12,12,12,8,7,1,0,0,18,Male
21000,21,White,13,13,13,4,1,2,1,1,27,Female
15000,15,White,14,14,14,8,1,2,0,0,19,Female
17000,17,White,15,15,15,7,6,2,1,1,27,Female
5000,5,White,16,16,16,7,7,2,0,0,22,Male
12000,12,White,13,13,13,5,2,1,2,2,37,Female
42000,42,Hispanic,14,14,14,4,1,2,0,0,44,Male
21000,21,White,12,12,12,1,7,2,4,4,33,Male
6000,6,Hispanic,12,12,12,8,1,1,0,0,65,Female
0,0,Hispanic,12,12,12,2,1,1,5,5,46,Female
25000,25,White,14,14,14,1,5,2,0,0,24,Male
3000,3,White,14,14,14,6,3,2,0,0,19,Female
3600,3.6,White,15,NA,15,7,1,2,0,0,67,Female
4000,4,White,12,12,12,8,7,2,4,4,19,Male
20000,20,White,14,NA,14,8,5,2,0,0,58,Male
45000,45,White,18,18,18,1,4,2,0,0,38,Male
136500,136.5,White,16,16,16,6,4,2,0,0,51,Male
52000,52,White,15,15,15,4,2,2,0,0,50,Male
60000,60,White,12,12,12,4,2,2,1,1,43,Female
15000,15,White,13,NA,NA,5,4,2,7,7,41,Female
90000,90,White,16,16,16,8,7,2,0,0,50,Male
35000,35,White,12,NA,NA,8,1,2,2,2,38,Female
25000,25,Hispanic,13,13,13,1,6,1,3,3,19,Male
15000,15,White,12,12,12,1,1,2,1,1,76,Male
26000,26,White,14,14,14,7,1,2,2,2,65,Female
0,0,Hispanic,13,NA,NA,5,1,1,7,7,32,Female
2000,2,White,12,12,12,8,7,2,0,0,21,Male
16000,16,White,12,NA,12,8,1,2,0,0,61,Female
24000,24,Hispanic,11,NA,NA,1,1,2,4,4,27,Female
15000,15,Hispanic,16,16,16,4,5,2,0,0,28,Male
42000,42,White,17,17,17,8,3,2,0,0,43,Male
0,0,White,15,15,15,8,7,1,0,0,48,Female
10000,10,White,12,12,12,1,5,1,7,7,43,Female
17000,17,Hispanic,13,13,13,7,6,2,0,0,36,Male
30000,30,White,14,14,14,3,2,2,7,7,34,Female
0,0,White,16,16,16,5,3,2,2,2,22,Female
32000,32,White,17,17,17,2,1,2,0,0,37,Female
36000,36,Hispanic,17,17,17,2,7,2,0,0,34,Female
10000,10,Hispanic,13,13,13,8,7,2,0,0,20,Male
20000,20,White,15,15,15,8,5,2,5,5,29,Female
24000,24,White,12,12,12,7,2,2,1,1,29,Female
17000,17,White,12,12,12,8,1,1,2,2,32,Male
23000,23,White,14,14,14,5,3,2,0,0,48,Female
25000,25,White,12,12,NA,4,2,2,2,2,33,Female
50000,50,White,12,12,12,4,2,2,0,0,50,Male
0,0,White,14,14,14,8,7,2,2,2,39,Female
20000,20,White,12,12,12,1,2,2,7,7,30,Female
30000,30,White,16,16,16,2,7,2,0,0,33,Female
7000,7,White,10,10,10,2,1,1,0,0,39,Female
7000,7,White,10,10,10,7,3,2,0,0,78,Male
30000,30,White,11,11,11,6,7,2,2,2,32,Male
3000,3,White,12,12,NA,1,6,2,0,0,24,Female
20000,20,White,14,14,14,8,1,1,0,0,43,Female
40000,40,White,16,16,16,7,1,1,0,0,59,Female
10000,10,White,12,12,12,7,1,2,0,0,77,Male
16000,16,White,12,12,12,8,7,2,0,0,37,Male
11000,11,White,9,9,9,3,1,2,2,2,51,Female
16000,16,White,13,13,13,2,1,1,3,3,43,Female
18000,18,White,12,12,12,4,5,2,0,0,27,Male
12000,12,White,16,16,16,8,7,2,0,0,26,Female
4000,4,Black,14,14,NA,7,5,1,7,7,21,Male
60000,60,White,12,12,12,1,1,1,1,1,45,Male
43000,43,White,17,17,17,8,7,2,0,0,40,Male
31000,31,White,14,14,14,8,1,2,2,2,39,Female
50000,50,White,17,17,17,7,4,2,2,2,39,Female
27000,27,White,14,14,14,7,1,2,0,0,29,Female
30000,30,White,17,17,17,8,1,2,0,0,56,Male
12000,12,Black,13,NA,NA,8,7,2,1,1,21,Male
136500,136.5,White,18,18,18,8,7,2,0,0,49,Male
0,0,White,16,16,16,1,4,2,4,4,39,Female
20000,20,White,17,17,17,7,1,1,2,2,30,Female
15000,15,Black,12,12,12,1,1,2,0,0,76,Female
25000,25,Other,16,16,16,4,1,1,0,0,37,Female
5000,5,Hispanic,12,12,12,1,1,1,4,4,21,Male
2000,2,Hispanic,6,NA,NA,8,1,2,0,0,67,Female
5000,5,White,14,14,14,8,7,2,0,0,68,Female
3000,3,Hispanic,15,15,15,8,6,2,1,1,20,Male
25000,25,Black,16,16,NA,2,2,2,1,1,40,Female
110000,110,Other,18,18,18,8,1,2,1,1,48,Female
55000,55,White,18,18,18,4,1,2,0,0,71,Male
58000,58,White,18,18,18,8,1,2,1,1,53,Male
10000,10,White,16,16,16,1,6,2,6,6,36,Female
19000,19,White,12,12,12,8,2,2,0,0,29,Male
15000,15,White,18,18,18,6,1,2,0,0,82,Female
8000,8,White,12,12,12,1,1,1,7,7,33,Female
60000,60,White,12,12,12,2,1,2,0,0,50,Male
15000,15,Other,14,14,14,6,1,2,2,2,69,Female
6000,6,White,12,12,12,1,6,1,2,2,27,Male